Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Bradybatus,Bradybatus fallax
Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Bradybatus,Bradybatus kellneri
Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Bradycellus,Bradycellus caucasicus
Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Bradycellus,Bradycellus csikii
Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Bradycellus,Bradycellus distinctus
Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Bradycellus,Bradycellus harpalinus
Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Bradycellus,Bradycellus ruficollis
Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Bradycellus,Bradycellus sharpi
Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Bradycellus,Bradycellus verbasci
Animalia,Rotifera,Eurotatoria,Adinetida,Adinetidae,Bradyscela,Bradyscela clauda
Animalia,Rotifera,Eurotatoria,Adinetida,Adinetidae,Bradyscela,Bradyscela granulosa
Animalia,Arthropoda,Insecta,Diptera,Sciaridae,Bradysia,Bradysia alpicola
Animalia,Arthropoda,Insecta,Diptera,Sciaridae,Bradysia,Bradysia amoena
Animalia,Arthropoda,Insecta,Diptera,Sciaridae,Bradysia,Bradysia bellstedti
Animalia,Arthropoda,Insecta,Diptera,Sciaridae,Bradysia,Bradysia bicolor
Animalia,Arthropoda,Insecta,Diptera,Sciaridae,Bradysia,Bradysia brevispina
Animalia,Arthropoda,Insecta,Diptera,Sciaridae,Bradysia,Bradysia brunnipes
Animalia,Arthropoda,Insecta,Diptera,Sciaridae,Bradysia,Bradysia cinerascens
Animalia,Arthropoda,Insecta,Diptera,Sciaridae,Bradysia,Bradysia confinis
Animalia,Arthropoda,Insecta,Diptera,Sciaridae,Bradysia,Bradysia difformis
Animalia,Arthropoda,Insecta,Diptera,Sciaridae,Bradysia,Bradysia fungicola
Animalia,Arthropoda,Insecta,Diptera,Sciaridae,Bradysia,Bradysia giraudii
Animalia,Arthropoda,Insecta,Diptera,Sciaridae,Bradysia,Bradysia inusitata
Animalia,Arthropoda,Insecta,Diptera,Sciaridae,Bradysia,Bradysia nervosa
Animalia,Arthropoda,Insecta,Diptera,Sciaridae,Bradysia,Bradysia nitidicollis
Animalia,Arthropoda,Insecta,Diptera,Sciaridae,Bradysia,Bradysia nocturna
Animalia,Arthropoda,Insecta,Diptera,Sciaridae,Bradysia,Bradysia ocellaris
Animalia,Arthropoda,Insecta,Diptera,Sciaridae,Bradysia,Bradysia pallipes
Animalia,Arthropoda,Insecta,Diptera,Sciaridae,Bradysia,Bradysia pectoralis
Animalia,Arthropoda,Insecta,Diptera,Sciaridae,Bradysia,Bradysia peraffinis
Animalia,Arthropoda,Insecta,Diptera,Sciaridae,Bradysia,Bradysia placida
Animalia,Arthropoda,Insecta,Diptera,Sciaridae,Bradysia,Bradysia polonica
Animalia,Arthropoda,Insecta,Diptera,Sciaridae,Bradysia,Bradysia praecox
Animalia,Arthropoda,Insecta,Diptera,Sciaridae,Bradysia,Bradysia regularis
Animalia,Arthropoda,Insecta,Diptera,Sciaridae,Bradysia,Bradysia rufescens
Animalia,Arthropoda,Insecta,Diptera,Sciaridae,Bradysia,Bradysia scrabricornis
Animalia,Arthropoda,Insecta,Diptera,Sciaridae,Bradysia,Bradysia signata
Animalia,Arthropoda,Insecta,Diptera,Sciaridae,Bradysia,Bradysia strenua
Animalia,Arthropoda,Insecta,Diptera,Sciaridae,Bradysia,Bradysia strigata
Animalia,Arthropoda,Insecta,Diptera,Sciaridae,Bradysia,Bradysia subscabricornis
Animalia,Arthropoda,Insecta,Diptera,Sciaridae,Bradysia,Bradysia tilicola
Animalia,Arthropoda,Insecta,Diptera,Sciaridae,Bradysia,Bradysia trivittata
Animalia,Arthropoda,Insecta,Diptera,Sciaridae,Bradysia,Bradysia vagans
Animalia,Chordata,Actinopterygii,Perciformes,Bramidae,Brama,Brama brama
Animalia,Annelida,Branchiobdellea,Branchiobdellida,Branchiobdellidae,Branchiobdella,Branchiobdella astaci
Animalia,Annelida,Branchiobdellea,Branchiobdellida,Branchiobdellidae,Branchiobdella,Branchiobdella kozarovi
Animalia,Annelida,Branchiobdellea,Branchiobdellida,Branchiobdellidae,Branchiobdella,Branchiobdella parasita
Animalia,Annelida,Branchiobdellea,Branchiobdellida,Branchiobdellidae,Branchiobdella,Branchiobdella pentadonta
Animalia,Annelida,Oligochaeta,Tubificida,Naididae,Branchiodrilus,Branchiodrilus hortensis
Animalia,Annelida,Polychaeta,Sabellida,Sabellidae,Branchiomma,Branchiomma bombyx
Animalia,Chordata,Leptocardii,,Branchiostomatidae,Branchiostoma,Branchiostoma lanceolatum
Animalia,Arthropoda,Branchiopoda,Anostraca,Branchipodidae,Branchipus,Branchipus schaefferi
Animalia,Annelida,Oligochaeta,Tubificida,Tubificidae,Branchiura,Branchiura sowerbyi
Animalia,Chordata,Aves,Anseriformes,Anatidae,Branta,Branta bernicla
Animalia,Chordata,Aves,Anseriformes,Anatidae,Branta,Branta canadensis
Animalia,Chordata,Aves,Anseriformes,Anatidae,Branta,Branta hrota
Animalia,Chordata,Aves,Anseriformes,Anatidae,Branta,Branta hutchinsii
Animalia,Chordata,Aves,Anseriformes,Anatidae,Branta,Branta leucopsis
Animalia,Chordata,Aves,Anseriformes,Anatidae,Branta,Branta nigricans
Animalia,Chordata,Aves,Anseriformes,Anatidae,Branta,Branta ruficollis
Animalia,Chordata,Aves,Anseriformes,Anatidae,Branta,Branta sandvicensis
Animalia,Annelida,Oligochaeta,Tubificida,Naididae,Bratislavia,Bratislavia palmeni
Animalia,Arthropoda,Insecta,Diptera,Braulidae,Braula,Braula coeca
Animalia,Platyhelminthes,Trematoda,Strigeida,Brauninidae,Braunina,Braunina cordiformis
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Brenthis,Brenthis daphne
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Brenthis,Brenthis ino
Animalia,Arthropoda,Arachnida,Sarcoptiformes,Alloptidae,Brephosceles,Brephosceles anatina
Animalia,Arthropoda,Arachnida,Sarcoptiformes,Alloptidae,Brephosceles,Brephosceles discidicus
Animalia,Arthropoda,Insecta,Diptera,Mycetophilidae,Brevicornu,Brevicornu auriculatum
Animalia,Arthropoda,Insecta,Diptera,Mycetophilidae,Brevicornu,Brevicornu fissicauda
Animalia,Arthropoda,Insecta,Diptera,Mycetophilidae,Brevicornu,Brevicornu fuscipenne
Animalia,Arthropoda,Insecta,Diptera,Mycetophilidae,Brevicornu,Brevicornu griseicolle
Animalia,Arthropoda,Insecta,Diptera,Mycetophilidae,Brevicornu,Brevicornu ruficorne
Animalia,Arthropoda,Insecta,Diptera,Mycetophilidae,Brevicornu,Brevicornu sericoma
Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Brevicoryne,Brevicoryne brassicae
Animalia,Arthropoda,Arachnida,Trombidiformes,Tenuipalpidae,Brevipalpus,Brevipalpus essigi
Animalia,Arthropoda,Arachnida,Trombidiformes,Tenuipalpidae,Brevipalpus,Brevipalpus obovatus
Animalia,Arthropoda,Arachnida,Trombidiformes,Tenuipalpidae,Brevipalpus,Brevipalpus phoenicis
Animalia,Arthropoda,Arachnida,Trombidiformes,Tenuipalpidae,Brevipalpus,Brevipalpus russulus
Animalia,Nematoda,Adenophorea,Triplonchida,Tobrilidae,Brevitobrilus,Brevitobrilus stefanskii
Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Brillia,Brillia bifida
Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Brillia,Brillia longifurca
Animalia,Echinodermata,Echinoidea,Spatangoida,Brissidae,Brissopsis,Brissopsis lyrifera
Animalia,Arthropoda,Malacostraca,Amphipoda,Talitridae,Britorchestia,Britorchestia brito
Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Bromius,Bromius obscurus
Animalia,Arthropoda,Insecta,Diptera,Muscidae,Brontaea,Brontaea eremophila
Animalia,Arthropoda,Insecta,Diptera,Muscidae,Brontaea,Brontaea humilis
Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Broscus,Broscus cephalotes
Animalia,Chordata,Actinopterygii,Gadiformes,Lotidae,Brosme,Brosme brosme
Animalia,Arthropoda,Insecta,Coleoptera,Anthribidae,Bruchela,Bruchela conformis
Animalia,Arthropoda,Insecta,Coleoptera,Anthribidae,Bruchela,Bruchela rufipes
Animalia,Arthropoda,Insecta,Coleoptera,Anthribidae,Bruchela,Bruchela suturalis
Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Bruchidius,Bruchidius cisti
Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Bruchidius,Bruchidius incarnatus
Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Bruchidius,Bruchidius siliquastri
Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Bruchidius,Bruchidius varius
Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Bruchidius,Bruchidius villosus
Animalia,Arthropoda,Insecta,Hymenoptera,Eurytomidae,Bruchophagus,Bruchophagus gibbus
Animalia,Arthropoda,Insecta,Hymenoptera,Eurytomidae,Bruchophagus,Bruchophagus platypterus
Animalia,Arthropoda,Insecta,Hymenoptera,Eurytomidae,Bruchophagus,Bruchophagus roddi
Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Bruchus,Bruchus affinis
Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Bruchus,Bruchus atomarius
Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Bruchus,Bruchus brachialis
Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Bruchus,Bruchus emarginatus
Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Bruchus,Bruchus lentis
Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Bruchus,Bruchus loti
Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Bruchus,Bruchus luteicornis
Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Bruchus,Bruchus pisorum
Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Bruchus,Bruchus rufimanus
Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Bruchus,Bruchus signaticornis
Animalia,Arthropoda,Insecta,Psocodea,Philopteridae,Brueelia,Brueelia brachythorax
Animalia,Arthropoda,Insecta,Psocodea,Philopteridae,Brueelia,Brueelia corydalla
Animalia,Arthropoda,Insecta,Psocodea,Philopteridae,Brueelia,Brueelia cyclothorax
Animalia,Arthropoda,Insecta,Psocodea,Philopteridae,Brueelia,Brueelia delicata
Animalia,Arthropoda,Insecta,Psocodea,Philopteridae,Brueelia,Brueelia densilimba
Animalia,Arthropoda,Insecta,Psocodea,Philopteridae,Brueelia,Brueelia glandarii
Animalia,Arthropoda,Insecta,Psocodea,Philopteridae,Brueelia,Brueelia iliaci
Animalia,Arthropoda,Insecta,Psocodea,Philopteridae,Brueelia,Brueelia juno
Animalia,Arthropoda,Insecta,Psocodea,Philopteridae,Brueelia,Brueelia lais
Animalia,Arthropoda,Insecta,Psocodea,Philopteridae,Brueelia,Brueelia marginata
Animalia,Arthropoda,Insecta,Psocodea,Philopteridae,Brueelia,Brueelia modularis
Animalia,Arthropoda,Insecta,Psocodea,Philopteridae,Brueelia,Brueelia nebulosa
Animalia,Arthropoda,Insecta,Psocodea,Philopteridae,Brueelia,Brueelia parviguttata
Animalia,Arthropoda,Insecta,Psocodea,Philopteridae,Brueelia,Brueelia straminea
Animalia,Arthropoda,Insecta,Diptera,Tachinidae,Brullaea,Brullaea ocypteroidea
Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Brundinia,Brundinia marina
Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Brundinia,Brundinia meridionalis
Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Bryaxis,Bryaxis bulbifer
Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Bryaxis,Bryaxis clavicornis
Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Bryaxis,Bryaxis curtisii
Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Bryaxis,Bryaxis puncticollis
Animalia,Arthropoda,Insecta,Coleoptera,Haliplidae,Brychius,Brychius elevatus
Animalia,Arthropoda,Arachnida,Trombidiformes,Tetranychidae,Bryobia,Bryobia berlesei
Animalia,Arthropoda,Arachnida,Trombidiformes,Tetranychidae,Bryobia,Bryobia calida
Animalia,Arthropoda,Arachnida,Trombidiformes,Tetranychidae,Bryobia,Bryobia graminum
Animalia,Arthropoda,Arachnida,Trombidiformes,Tetranychidae,Bryobia,Bryobia kissophila
Animalia,Arthropoda,Arachnida,Trombidiformes,Tetranychidae,Bryobia,Bryobia lagodechiana
Animalia,Arthropoda,Arachnida,Trombidiformes,Tetranychidae,Bryobia,Bryobia praetiosa
Animalia,Arthropoda,Arachnida,Trombidiformes,Tetranychidae,Bryobia,Bryobia ribis
Animalia,Arthropoda,Arachnida,Trombidiformes,Tetranychidae,Bryobia,Bryobia rubrioculus
Animalia,Arthropoda,Arachnida,Trombidiformes,Tetranychidae,Bryobia,Bryobia sarothamni
Animalia,Arthropoda,Arachnida,Trombidiformes,Tetranychidae,Bryobia,Bryobia ulicis
Animalia,Arthropoda,Maxillopoda,Harpacticoida,Canthocamptidae,Bryocamptus,Bryocamptus echinatus
Animalia,Arthropoda,Maxillopoda,Harpacticoida,Canthocamptidae,Bryocamptus,Bryocamptus minutus
Animalia,Arthropoda,Maxillopoda,Harpacticoida,Canthocamptidae,Bryocamptus,Bryocamptus pygmaeus
Animalia,Arthropoda,Maxillopoda,Harpacticoida,Canthocamptidae,Bryocamptus,Bryocamptus typhlops
Animalia,Arthropoda,Maxillopoda,Harpacticoida,Canthocamptidae,Bryocamptus,Bryocamptus zschokkei
Animalia,Arthropoda,Insecta,Hemiptera,Miridae,Bryocoris,Bryocoris pteridis
Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Bryodemella,Bryodemella tuberculata
Animalia,Arthropoda,Insecta,Diptera,Cecidomyiidae,Bryomyia,Bryomyia bergrothi
Animalia,Arthropoda,Insecta,Diptera,Cecidomyiidae,Bryomyia,Bryomyia gibbosa
Animalia,Arthropoda,Insecta,Diptera,Cecidomyiidae,Bryomyia,Bryomyia producta
Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Bryophaenocladius,Bryophaenocladius furcatus
Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Bryophaenocladius,Bryophaenocladius ictericus
Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Bryophaenocladius,Bryophaenocladius illimbatus
Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Bryophaenocladius,Bryophaenocladius muscicola
Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Bryophaenocladius,Bryophaenocladius nidorum
Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Bryophaenocladius,Bryophaenocladius nitidicollis
Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Bryophaenocladius,Bryophaenocladius subvernalis
Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Bryophaenocladius,Bryophaenocladius tuberculatus
Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Bryophaenocladius,Bryophaenocladius vernalis
Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Bryophaenocladius,Bryophaenocladius xanthogyne
Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Bryophila,Bryophila domestica
Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Bryophila,Bryophila raptricula
Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Bryoporus,Bryoporus cernuus
Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Bryotropha,Bryotropha affinis
Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Bryotropha,Bryotropha basaltinella
Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Bryotropha,Bryotropha desertella
Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Bryotropha,Bryotropha domestica
Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Bryotropha,Bryotropha galbanella
Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Bryotropha,Bryotropha senectella
Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Bryotropha,Bryotropha similis
Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Bryotropha,Bryotropha terrella
Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Bryotropha,Bryotropha umbrosella
Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,Buathra,Buathra laborator
Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,Buathra,Buathra tarsoleucos
Animalia,Chordata,Aves,Strigiformes,Strigidae,Bubo,Bubo bubo
Animalia,Chordata,Aves,Strigiformes,Strigidae,Bubo,Bubo scandiacus
Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Bubulcus,Bubulcus ibis
Animalia,Chordata,Aves,Passeriformes,Fringillidae,Bucanetes,Bucanetes githagineus
Animalia,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Buccinum,Buccinum undatum
Animalia,Arthropoda,Insecta,Lepidoptera,Bucculatricidae,Bucculatrix,Bucculatrix ainsliella
Animalia,Arthropoda,Insecta,Lepidoptera,Bucculatricidae,Bucculatrix,Bucculatrix albedinella
Animalia,Arthropoda,Insecta,Lepidoptera,Bucculatricidae,Bucculatrix,Bucculatrix bechsteinella
Animalia,Arthropoda,Insecta,Lepidoptera,Bucculatricidae,Bucculatrix,Bucculatrix chrysanthemella
Animalia,Arthropoda,Insecta,Lepidoptera,Bucculatricidae,Bucculatrix,Bucculatrix cidarella
Animalia,Arthropoda,Insecta,Lepidoptera,Bucculatricidae,Bucculatrix,Bucculatrix cristatella
Animalia,Arthropoda,Insecta,Lepidoptera,Bucculatricidae,Bucculatrix,Bucculatrix demaryella
Animalia,Arthropoda,Insecta,Lepidoptera,Bucculatricidae,Bucculatrix,Bucculatrix frangutella
Animalia,Arthropoda,Insecta,Lepidoptera,Bucculatricidae,Bucculatrix,Bucculatrix maritima
Animalia,Arthropoda,Insecta,Lepidoptera,Bucculatricidae,Bucculatrix,Bucculatrix nigricomella
Animalia,Arthropoda,Insecta,Lepidoptera,Bucculatricidae,Bucculatrix,Bucculatrix noltei
Animalia,Arthropoda,Insecta,Lepidoptera,Bucculatricidae,Bucculatrix,Bucculatrix rhamniella
Animalia,Arthropoda,Insecta,Lepidoptera,Bucculatricidae,Bucculatrix,Bucculatrix thoracella
Animalia,Arthropoda,Insecta,Lepidoptera,Bucculatricidae,Bucculatrix,Bucculatrix ulmella
Animalia,Arthropoda,Insecta,Lepidoptera,Bucculatricidae,Bucculatrix,Bucculatrix ulmifoliae
Animalia,Chordata,Aves,Anseriformes,Anatidae,Bucephala,Bucephala albeola
Animalia,Chordata,Aves,Anseriformes,Anatidae,Bucephala,Bucephala clangula
Animalia,Chordata,Aves,Anseriformes,Anatidae,Bucephala,Bucephala islandica
Animalia,Platyhelminthes,Trematoda,Strigeida,Bucephalidae,Bucephalus,Bucephalus polymorphus
Animalia,Arthropoda,Insecta,Hemiptera,Anthocoridae,Buchananiella,Buchananiella continua
Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Buchonomyia,Buchonomyia thienemanni
Animalia,Arthropoda,Insecta,Lepidoptera,Pterophoridae,Buckleria,Buckleria paludum
Animalia,Arthropoda,Malacostraca,Isopoda,Buddelundiellidae,Buddelundiella,Buddelundiella cataractae
Animalia,Chordata,Amphibia,Anura,Bufonidae,Bufo,Bufo bufo
Animalia,Chordata,Amphibia,Anura,Bufonidae,Bufotes,Bufotes viridis
Animalia,Chordata,Actinopterygii,Pleuronectiformes,Soleidae,Buglossidium,Buglossidium luteum
Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,Bugraia,Bugraia ocularis
Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Bugulidae,Bugula,Bugula neritina
Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Bugulidae,Bugulina,Bugulina avicularia
Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Bugulidae,Bugulina,Bugulina flabellata
Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Bugulidae,Bugulina,Bugulina simplex
Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Bugulidae,Bugulina,Bugulina stolonifera
Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Bugulidae,Bugulina,Bugulina turbinata
Animalia,Chordata,Aves,Procellariformes,Procellariidae,Bulweria,Bulweria bulwerii
Animalia,Platyhelminthes,Trematoda,Plagiorchiida,Allocreadiidae,Bunodera,Bunodera luciopercae
Animalia,Nematoda,Secernentea,Rhabditida,Bunonematidae,Bunonema,Bunonema ditlevseni
Animalia,Nematoda,Secernentea,Rhabditida,Bunonematidae,Bunonema,Bunonema reticulatum
Animalia,Nematoda,Secernentea,Rhabditida,Bunonematidae,Bunonema,Bunonema richtersi
Animalia,Arthropoda,Branchiopoda,Diplostraca,Macrothricidae,Bunops,Bunops serricaudata
Animalia,Nematoda,Secernentea,Strongylida,Ancylostomatidae,Bunostomum,Bunostomum phlebotomum
Animalia,Nematoda,Secernentea,Strongylida,Ancylostomatidae,Bunostomum,Bunostomum trigonocephalum
Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Bupalus,Bupalus piniaria
Animalia,Arthropoda,Insecta,Coleoptera,Buprestidae,Buprestis,Buprestis haemorrhoidalis
Animalia,Arthropoda,Insecta,Coleoptera,Buprestidae,Buprestis,Buprestis novemmaculata
Animalia,Arthropoda,Insecta,Coleoptera,Buprestidae,Buprestis,Buprestis striata
Animalia,Chordata,Aves,Charadriiformes,Burhinidae,Burhinus,Burhinus oedicnemus
Animalia,Arthropoda,Insecta,Hymenoptera,Perilampidae,Burksilampus,Burksilampus ruschkai
Animalia,Nematoda,Secernentea,Aphelenchida,Parasitaphelenchidae,Bursaphelenchus,Bursaphelenchus fungivorus
Animalia,Nematoda,Secernentea,Aphelenchida,Parasitaphelenchidae,Bursaphelenchus,Bursaphelenchus mucronatus
Animalia,Nematoda,Secernentea,Aphelenchida,Parasitaphelenchidae,Bursaphelenchus,Bursaphelenchus piniperdae
Animalia,Nematoda,Secernentea,Aphelenchida,Parasitaphelenchidae,Bursaphelenchus,Bursaphelenchus xylophilus
Animalia,Nematoda,Secernentea,Rhabditida,Rhabditidae,Bursilla,Bursilla paucipapillata
Animalia,Bryozoa,Gymnolaemata,Ctenostomatida,Buskiidae,Buskia,Buskia nitens
Animalia,Arthropoda,Insecta,Lepidoptera,Pterophoridae,Buszkoiana,Buszkoiana capnodactylus
Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo buteo
Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo lagopus
Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo rufinus
Animalia,Nematoda,Secernentea,Rhabditida,Diplogastridae,Butlerius,Butlerius degrissei
Animalia,Nematoda,Secernentea,Rhabditida,Diplogastridae,Butlerius,Butlerius filicaudatus
Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Butorides,Butorides virescens
Animalia,Arthropoda,Arachnida,Sarcoptiformes,Avenzoariidae,Bychovskiata,Bychovskiata bisulcata
Animalia,Arthropoda,Insecta,Coleoptera,Attelabidae,Byctiscus,Byctiscus betulae
Animalia,Arthropoda,Insecta,Coleoptera,Attelabidae,Byctiscus,Byctiscus populi
Animalia,Annelida,Polychaeta,Phyllodocida,Polynoidae,Bylgides,Bylgides elegans
Animalia,Annelida,Polychaeta,Phyllodocida,Polynoidae,Bylgides,Bylgides sarsi
Animalia,Arthropoda,Insecta,Coleoptera,Byrrhidae,Byrrhus,Byrrhus arietinus
Animalia,Arthropoda,Insecta,Coleoptera,Byrrhidae,Byrrhus,Byrrhus fasciatus
Animalia,Arthropoda,Insecta,Coleoptera,Byrrhidae,Byrrhus,Byrrhus glabratus
Animalia,Arthropoda,Insecta,Coleoptera,Byrrhidae,Byrrhus,Byrrhus luniger
Animalia,Arthropoda,Insecta,Coleoptera,Byrrhidae,Byrrhus,Byrrhus pilula
Animalia,Arthropoda,Insecta,Coleoptera,Byrrhidae,Byrrhus,Byrrhus pustulatus
Animalia,Arthropoda,Insecta,Hemiptera,Cydnidae,Byrsinus,Byrsinus flavicornis
Animalia,Platyhelminthes,Turbellaria,Rhabdocoela,Byrsophlebidae,Byrsophlebs,Byrsophlebs dubia
Animalia,Mollusca,Gastropoda,Littorinimorpha,Hydrobiidae,Bythinella,Bythinella dunkeri
Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Bythinus,Bythinus burrellii
Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Bythinus,Bythinus macropalpus
Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Bythinus,Bythinus securiger
Animalia,Mollusca,Gastropoda,Littorinimorpha,Hydrobiidae,Bythiospeum,Bythiospeum husmanni
Animalia,Arthropoda,Branchiopoda,Diplostraca,Cercopagidae,Bythotrephes,Bythotrephes brevimanus
